trial_id,method,evaluation_index,lambda,gamma,log_lam,log_gam,objective_value,mean_return,mean_risk,stability_score
5,Gemini LLM Search,0,17.077586804783873,24.765617711018212,1.2324265015163043,1.3938491647489606,0.016737105506397325,0.018097731616007938,0.0005829357178343752,3.895093478837274e-05
5,Gemini LLM Search,1,11.02883076682739,0.028052233053195166,1.0425294726912333,-1.5520325617133586,0.01747525501478849,0.019577525083128072,0.0006930445332937381,0.00014323620035042167
5,Gemini LLM Search,2,59.90786250711984,0.02032325628006895,1.777483824382161,-1.692006706271679,0.015319093268937092,0.016379526529732538,0.0005183264258270969,4.756081828250378e-06
5,Gemini LLM Search,3,37.87031111062346,50.72617075690313,1.5782988729336607,1.705232079311004,0.015699288697411926,0.016773846411481552,0.0005268263320076157,4.1810100108790186e-06
5,Gemini LLM Search,4,0.1894178923092076,0.28996651973408527,-0.7225790001788606,-0.5376521439428945,-0.022912413217822683,0.05749999864681177,0.026874995100321167,0.0053324843327984235
5,Gemini LLM Search,5,0.3301631295070433,15.557293019185476,-0.48127142757745833,1.1919340316572424,0.003625635899218552,0.05749880039536055,0.026871025828307464,2.6222567905414522e-05
5,Gemini LLM Search,6,1.8432079130424868,4.678811876088309,0.26557432620888966,0.6701355835937095,0.011462053337089256,0.038927993011725635,0.006492192537706003,0.002896310919844875
5,Gemini LLM Search,7,0.3666481468442545,0.17305242356079908,-0.4357505057245503,-0.7618223141293954,-0.0575372767259347,0.05741414082363379,0.026604288016227773,0.012348568303422588
5,Gemini LLM Search,8,0.09318952131402992,21.851799370936074,-1.0306329190982066,1.3394872044502986,0.003747051903416844,0.057500000506534074,0.026874999965173882,5.897345538933157e-07
5,Gemini LLM Search,9,0.7433301319983597,0.010284464793558802,-0.12881826206402325,-1.9878183041882203,-0.051748889600742996,0.05307061429515665,0.019138014065637563,0.013308695152924904
5,Gemini LLM Search,10,0.010021554666276017,0.0711218614095486,-1.999064900164298,-1.1479968854838964,-0.004047040661994292,0.05750000783301325,0.026875005659976643,0.0015594074350108505
5,Gemini LLM Search,11,1.1669373201731623,22.79311649427629,0.06704752936671987,1.3578037101620652,-0.009605124528237117,0.04485848067579961,0.010721972205374441,0.00660393215865757
5,Gemini LLM Search,12,0.4152082894375313,52.660398433086016,-0.3817339845886907,1.7214841406917367,-0.012474823530450489,0.057494458126291254,0.026858992789782852,0.0032502592154352076
5,Gemini LLM Search,13,31.13120557867203,0.02298694086166989,1.4931959393791647,-1.6385188214795732,0.015855331250452413,0.01701626623466687,0.0005338684646220823,1.8639610994058928e-05
5,Gemini LLM Search,14,0.7002575761669866,2.2054177072819634,-0.15474218379719362,0.34349085719938577,-0.04827725599815984,0.05390801139557941,0.0204843281367321,0.012243322224055008
5,Gemini LLM Search,15,0.011108761591881261,0.019776912601312924,-1.954334353641503,-1.7038415057048613,-0.0749419659314166,0.05750000273042086,0.02687500385298442,0.015738392191173723
5,Gemini LLM Search,16,3.890691567600931,0.07572003789594918,0.5900268037160425,-1.1207891773548666,0.015439888701123788,0.027405518892076867,0.002054491730004361,0.0015713293461888714
5,Gemini LLM Search,17,0.019824073079276833,0.6144670906358545,-1.7028071099859612,-0.21150137191174423,0.0036116326596140344,0.057499990004084234,0.02687499055107414,2.767524846438427e-05
5,Gemini LLM Search,18,2.360349260992162,0.019130825595962058,0.3729762703001409,-1.7182662874722445,0.007031193524571603,0.03524808624928679,0.004722206656073721,0.003754495882513549
5,Gemini LLM Search,19,14.834517524270463,3.9172613750762757,1.1712734259508437,0.5929825503495527,0.017068479630403165,0.01850324383286195,0.0006081956974260536,4.367456152133566e-05
5,Gemini LLM Search,20,11.481536214968829,0.03019951720402016,1.06,-1.52,0.017351304659541582,0.01941171399809461,0.0006783068856103077,0.0001407591134664825
5,Gemini LLM Search,21,10.839269140212034,0.02754228703338166,1.035,-1.56,0.017559890284658784,0.019651226413069642,0.0006997858629929946,0.00013835288048497384
5,Gemini LLM Search,22,10.653688636675636,0.027039583641088435,1.0275,-1.568,0.017677972478686618,0.019725932454196536,0.0007067373565414918,0.00012689705248538719
5,Gemini LLM Search,23,10.29200527194428,0.02606153549998895,1.0125,-1.584,0.017640777090472563,0.01987961129418065,0.0007214154492933831,0.00015920066102426418
5,Gemini LLM Search,24,10.519618738232229,0.026668586645214792,1.022,-1.574,0.017553721194217328,0.01978162325156232,0.0007119980279726844,0.00016078120027992495
5,Gemini LLM Search,25,10.715193052376065,0.027227013080779128,1.03,-1.565,0.017606726197632195,0.019700876870862364,0.0007043923596187784,0.0001370731907985219
5,Gemini LLM Search,26,10.646331870513118,0.027027134319428152,1.0272,-1.5682,0.017313096269596234,0.019728969787768478,0.0007070225428376575,0.00020036568649938608
5,Gemini LLM Search,27,10.661050486467797,0.027058268376488247,1.0278,-1.5677,0.01762378661250237,0.01972295334877815,0.0007064578310749699,0.0001372502148251676
5,Gemini LLM Search,28,10.656142021585191,0.027045810452170315,1.0276,-1.5679,0.017530432828912555,0.01972495028926862,0.000706645180284344,0.00015624541995747595
5,Gemini LLM Search,29,10.592537251772887,0.026853444456585076,1.025,-1.571,0.01762406434911386,0.01975117951893602,0.0007091139200027274,0.00014177746596334088
5,Gemini LLM Search,30,10.651235816613797,0.027033358263617736,1.0274,-1.5681,0.01768082547107912,0.019726938125946388,0.0007068317607553367,0.0001264898266713185
5,Gemini LLM Search,31,10.652462156046877,0.027036470773172325,1.02745,-1.56805,0.017671443928269668,0.019726477847684658,0.0007067885512556521,0.0001282913633807371
5,Gemini LLM Search,32,10.652462156046877,0.027036470773172325,1.02745,-1.56805,0.01750617729448583,0.01972643722112331,0.0007067847536056876,0.00016133808388522057
5,Gemini LLM Search,33,10.652462156046877,0.027036470773172325,1.02745,-1.56805,0.017376556503953974,0.01972643575471845,0.0007067845995467094,0.00018726201033421178
5,Gemini LLM Search,34,10.653688636675636,0.027033358263617736,1.0275,-1.5681,0.017654043415987107,0.019725932585941554,0.0007067373689405661,0.00013168288641466288
5,Gemini LLM Search,35,10.652462156046877,0.027036470773172325,1.02745,-1.56805,0.01769295450568789,0.019726410636205432,0.0007067822415298356,0.00012397832949157387
5,Gemini LLM Search,36,10.652462156046877,0.027036470773172325,1.02745,-1.56805,0.017462478087765326,0.019726435257267014,0.000706784552852903,0.00017007761275917628
5,Gemini LLM Search,37,10.652462156046877,0.027036470773172325,1.02745,-1.56805,0.01760786996520755,0.019726441847239828,0.0007067852389980669,0.0001410002808072283
5,Gemini LLM Search,38,10.653688636675636,0.027036470773172325,1.0275,-1.56805,0.01737023578040288,0.01972594890091313,0.0007067389449999092,0.00018844704610208591
5,Gemini LLM Search,39,10.651235816613797,0.027033358263617736,1.0274,-1.5681,0.017436989133280522,0.01972693809785899,0.0007068317581210574,0.00017525708966727112
5,Gemini LLM Search,40,10.652462156046877,0.027036470773172325,1.02745,-1.56805,0.017400026589229147,0.0197264352470838,0.0007067845518978177,0.00018256791081180316
5,Gemini LLM Search,41,10.652216876865126,0.027037093318085296,1.02744,-1.56804,0.017700204228498072,0.019726535805722756,0.0007067939916304749,0.00012254871879274675
5,Gemini LLM Search,42,10.652462156046877,0.027036470773172325,1.02745,-1.56805,0.01770542508290093,0.019726468494320207,0.000706787765488913,0.00012149357608829051
5,Gemini LLM Search,43,10.651235816613797,0.027039583641088435,1.0274,-1.568,0.01752332993745171,0.019726980027552663,0.0007068358850433078,0.00015799566400286758
5,Gemini LLM Search,44,10.652462156046877,0.027036470773172325,1.02745,-1.56805,0.017643079215673124,0.019726442996238637,0.0007067852793003492,0.00013395864439296273
5,Gemini LLM Search,45,10.652462156046877,0.027036470773172325,1.02745,-1.56805,0.017377762191342672,0.019726441359084516,0.0007067851722158551,0.00018702176466202624
5,Gemini LLM Search,46,10.651235816613797,0.027039583641088435,1.0274,-1.568,0.017362189217781935,0.01972692838226584,0.0007068309784987875,0.00019021544149726635
5,Gemini LLM Search,47,10.652462156046877,0.027036470773172325,1.02745,-1.56805,0.017449553077932188,0.019726435428518204,0.0007067845690528152,0.00017266264249607693
5,Gemini LLM Search,48,10.651235816613797,0.027027134319428152,1.0274,-1.5682,0.017592221884105412,0.019726974483162234,0.000706835174190595,0.0001442164501351264
5,Gemini LLM Search,49,10.651235816613797,0.027033358263617736,1.0274,-1.5681,0.01770365425596555,0.01972693803729751,0.0007068317540422756,0.00012192405464948205
5,Gemini LLM Search,50,10.652462156046877,0.027036470773172325,1.02745,-1.56805,0.017572197860881687,0.01972646459666466,0.0007067873075078166,0.00014813842415346829
5,Gemini LLM Search,51,10.652462156046877,0.027036470773172325,1.02745,-1.56805,0.01761144249339819,0.019726435247207068,0.000706784551909362,0.0001402847299980308
5,Gemini LLM Search,52,10.652462156046877,0.027036470773172325,1.02745,-1.56805,0.01757210098374293,0.019726450463649917,0.0007067861065765123,0.00014815545335079218
5,Gemini LLM Search,53,10.652462156046877,0.027036470773172325,1.02745,-1.56805,0.01752380774242612,0.019726435250096104,0.0007067845521800867,0.00015781168066196207
5,Gemini LLM Search,54,10.651726335444588,0.027038338450915966,1.02742,-1.56802,0.01727112090519636,0.01972675519485831,0.0007068145876695069,0.00020840102286458724
5,Gemini LLM Search,55,10.652462156046877,0.027036470773172325,1.02745,-1.56805,0.01752990699607289,0.01972643969922478,0.0007067850036124381,0.00015659253918540303
